,,ID,DATE ,VENTES P1 ,DEMANDE P1,VENTES P2,DEMANDE P2,VENTES P3,DEMANDE P3,VENTES P4,DEMANDE P4
,,44,13/02/2020,"777,06","853,016333230403","889,68","754,585312678468",944,"1135,9043348281",234,"118,95"
,,45,14/02/2020,"716,4","786,426918289786","850,98","721,761767582865",1058,"1273,07922272048","275,5","140,045833333333"
,,46,15/02/2020,"608,44","667,914006371074","747,4","633,910015618972","842,5","1013,77055306428",271,"137,758333333333"
,,47,16/02/2020,0,0,"55,36","46,9537844054941",27,"32,4887892376683",0,0
,,48,17/02/2020,"856,94","940,704471467405","972,6","824,914210852305",1209,"1454,77578475337","256,5","130,3875"
,,49,18/02/2020,"578,86","635,442610163631","968,84","821,725153240949",1019,"1226,15097159941",291,"147,925"
,,50,19/02/2020,"746,94","819,952152913697","1024,68","869,086051384063",893,"1074,53662182362",342,"173,85"
,,51,20/02/2020,"775,56","851,369710704671","885,46","751,006104401894",828,"996,32286995516",252,"128,1"
,,52,21/02/2020,"581,16","637,967431369754","1074,86","911,646400037742",733,"882,010463378179",214,"108,783333333333"
,,53,22/02/2020,"691,98","759,619903570863","910,6","772,328686409735",615,"740,022421524666",229,"116,408333333333"
,,54,23/02/2020,"27,6","30,2978544734758","27,34","23,188519971933",0,0,0,0
,,55,24/02/2020,"688,86","756,194928717339","854,22","724,509785311799",1020,"1227,35426008969","332,5","169,020833333333"
,,56,25/02/2020,"581,28","638,099161171813","1128,86","957,44669551998","904,5","1088,37443946189",247,"125,558333333333"
,,57,26/02/2020,"748,26","821,401180736342","1211,46","1027,5041845354",1074,"1292,33183856503",406,"206,383333333333"
,,58,27/02/2020,"608,3","667,760321602006","988,6","838,484668772968","836,5","1006,55082212257",290,"147,416666666667"
,,59,28/02/2020,"690,6","758,105010847189","1244,08","1055,17095562116","890,5","1071,52840059791","330,5","168,004166666667"
,,60,29/02/2020,"552,56","606,57182854579","970,1","822,793826802202",1018,"1224,94768310912",171,"86,925"
,,61,01/03/2020,"55,36","60,7713486830298","27,64","23,4429660579454",28,"33,6920777279523",0,0
,,62,02/03/2020,"664,4","729,344004064397","992,88","842,114766266745",1351,"1625,6427503737",382,"194,183333333333"
,,63,03/03/2020,"743,7","816,395448258115","1024,78","869,170866746068",918,"1104,61883408072",311,"158,091666666667"
,,64,04/03/2020,"773,86","849,503538508841","1159,76","983,654642379261","909,5","1094,39088191331",308,"156,566666666667"
,,65,05/03/2020,"635,7","697,838626405384","1411,42","1197,10098239889",833,"1002,33931240658","254,5","129,370833333333"
,,66,06/03/2020,"776,24","852,116179583003","1325,3","1124,05799264092","951,5","1144,92899850524",203,"103,191666666667"
,,67,07/03/2020,"664,78","729,761148437582","1081,06","916,904952482",723,"869,977578475339",309,"157,075"
,,68,08/03/2020,0,0,"55,72","47,2591197087091","27,5","33,0904334828103",0,0
,,69,09/03/2020,"691,72","759,334488999736","1163,6","986,91155228022","1163,5","1400,02615844545",158,"80,3166666666666"
,,70,10/03/2020,"854,48","938,004010525204","1060,28","899,280320257538",1073,"1291,12855007474",228,"115,9"
,,71,11/03/2020,"830,96","912,184969321721",940,"797,264402838954","788,5","948,792974588942",314,"159,616666666667"
,,72,12/03/2020,"661,18","725,809254375825","1023,44","868,034340895212",1046,"1258,63976083707",207,"105,225"
,,73,13/03/2020,"692,2","759,86140820797","910,88","772,566169423347","901,5","1084,76457399103",274,"139,283333333333"
,,74,14/03/2020,"608,46","667,935961338084","771,14","654,045182558756",666,"801,39013452915","203,5","103,445833333333"
,,75,15/03/2020,0,0,0,0,"110,5","132,963378176383",0,0
,,76,16/03/2020,"663,88","728,773174922143","912,66","774,075882867021",1066,"1282,70553064275","238,5","121,2375"
,,77,17/03/2020,"664,7","729,673328569543",857,"726,867652375514","748,5","900,661434977581",156,"79,3"
,,78,18/03/2020,"779,98","856,221758413829","748,84","635,131356831832","949,5","1142,52242152467",437,"222,141666666666"
,,79,19/03/2020,"775,56","851,369710704671",795,"674,282127932945","869,5","1046,25934230195","213,5","108,529166666667"
,,80,20/03/2020,"695,12","763,066833391396","609,22","516,712148401646","1310,5","1576,90956651719","163,5","83,1124999999999"
,,81,21/03/2020,332,"364,452452362101","363,66","308,43954546427","446,5","537,26831091181","94,5","48,0375"
,,82,22/03/2020,0,0,0,0,0,0,0,0
,,83,23/03/2020,"83,04","91,1570230245447","220,76","187,238393160348","617,5","743,030642750376",100,"50,8333333333333"
,,84,24/03/2020,"332,22","364,693956999208","391,82","332,323551404637","443,5","533,658445440958","143,5","72,9458333333333"
,,85,25/03/2020,305,"334,813246898918","166,64","141,336319243706","356,5","428,97234678625",52,"26,4333333333333"
,,86,26/03/2020,"165,64","181,831036774875","279,18","236,787527643169","616,5","741,827354260092","169,5","86,1624999999999"
,,87,27/03/2020,"252,04","276,67649425706","276,84","234,802848172272","497,5","598,636023916295",40,"20,3333333333333"
,,88,28/03/2020,"138,16","151,664912103457","195,34","165,678328138895",515,"619,693572496265","88,5","44,9875"
